InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_1-2 years,TenureGroup_2-4 years,TenureGroup_4+ years,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,CLV,AvgMonthlySpend,ServiceCount,HasInternet,HasPhone,HasPremiumServices,HasStreaming,ContractRisk,PaymentRisk,IsNewCustomer,SeniorNoSupport,HighValueCustomer,ChargeTenureRatio
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.9966836022806536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.497571466169742,-0.9386936411530893,-0.9399674576597424,-1.35260602154929,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.40639668899027814
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1595065416350294,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0127626672416914,-0.8351176020083602,-0.8418829795997803,0.6534955542393426,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5386416285812299
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.3642490183577978,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.27641751891870747,0.6537358545558452,0.6306135401741723,-0.08658110608344355,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5624631411305475
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9571916699718578,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.9795791360663916,1.2396940950721402,1.3127265442652964,1.0024032086059347,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.46892609591520845
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.1188008067964355,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5332606417586087,-0.8458459822544462,-0.8316969460680386,0.08930329564781857,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8949018893731346
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8745663977648716,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5166688761709587,-0.6153722921007965,-0.6207318981369203,0.507263799745716,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.112779218749107
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0780950719578415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.6812565992573657,-0.8934984196665098,-0.8925497153568064,-0.7062288580318199,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.07069128537810324
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.14307697319997809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5091857020810966,-0.6778557827773881,-0.7020884504400134,-1.2674283301349134,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5992104821728025
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.2816237461508113,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5183280527297236,-0.9735773315237988,-0.9741477469031088,-0.6181819326428933,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.9782885650970616
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.30589991255435406,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5266239355235486,0.3656931055765718,0.4095063640282594,0.5616923772054923,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4327990344178976
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.5270719577121736,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9978300782128064,1.888355220544087,1.9101900972822905,1.1034101690598654,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.505660646357648
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.46872285190873,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6742906492536329,0.616416887687558,0.6373749589840354,0.7545389573567598,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4415842120040381
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1188008067964355,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5332606417586087,-0.8379697276361541,-0.8316969460680386,0.18699067909257483,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8949018893731346
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6303319887333076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5058673489635668,-0.8856879833319359,-0.8635941588301524,-1.4238080605503425,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5346712047040757
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.6084834273893616,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3316538102932427,-0.18650035539222495,-0.22554014029550612,-1.0949069500390158,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.620624288628721
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3453918448631497,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.28471340171253245,-0.40286699340224813,-0.41573797331061624,-0.12926610234150096,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4001780940140282
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.346605647392948,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.319710330613215,0.8982288391414969,0.8752100608868172,1.445847911673147,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.3726715045952719
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8757802002946699,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.02389343821775623,0.5561054003736708,0.5469739113898269,0.18423989736579388,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.522288686274936
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.1595065416350294,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3548822821159523,-0.9768463062818088,-0.9671887541669835,-1.4558988648797342,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.10467967347592932
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7931549280876836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1541219185053884,-0.8412167629662578,-0.8374265899296433,-1.0418567405077543,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.41174336456509625
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.6084834273893616,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2835376900890578,-0.13658815690583248,-0.17970298940266802,-1.044026163072903,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6183368805324342
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.7931549280876836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4959122896109767,-0.8983470332337593,-0.8962158093218946,-1.3455311692663832,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4964676082891364
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2816237461508113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.469365464670737,-0.9998607661553145,-1.0004470317544594,-1.5961442059032085,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5292715366028836
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2421318138420157,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8335715988950722,1.543511292715904,1.4813010086839287,1.034578390812587,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.49771430908422615
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4675090493789317,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.309755271260625,-0.04347722487231609,-0.046933310954447076,1.3323993687969398,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.11326426586738543
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.6084834273893616,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5254482239000742,2.467490298981583,2.4962382678930224,1.610586640512064,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.4847995733940382
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.631545791263106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4859572302583868,-0.5776145366743871,-0.5848612541910883,-1.278258986727029,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123905853123897
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.5270719577121736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4859572302583868,-0.38970333665858414,-0.39022898416431456,-1.28427199326964,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.627064358922152
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.6084834273893616,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1936129121470758,2.264024044580351,2.180119985873449,1.4031719511389953,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5005748016442917
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5489205190561197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.2896909313888274,-0.5291503404297976,-0.5406925053422422,-0.14813963135467176,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.3361495975918992
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1023712383613841,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7141108866639929,0.3202126715272128,0.31895164782473573,0.8142035449426097,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.3832049124584818
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4456604880349857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.888324425334317,1.8101630994867237,1.7282464638532473,1.1071000632836323,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5067019917472887
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1595065416350294,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7008374741938728,-0.8737309951231078,-0.8583913787719136,0.07879986110473367,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3221423960747507
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.46872285190873,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8534817176002523,0.7348897983805335,0.7416939920504948,0.9504579436526494,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.427765112056816
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1200146093262338,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.4688819997354467,0.3194667309784053,0.3287205808454795,-0.31272763877652193,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.5638438113397756
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.22327464034736777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4710246412295018,-0.7536126273371742,-0.765312106843928,-1.2547437104381984,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5750226109653095
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1023712383613841,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.23792721429843983,0.08592152091790062,0.09843719345760957,0.3298936248838588,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.42910863566279595
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5270719577121736,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.2218189136460804,2.09300620405225,2.1176427198576357,1.3179092657932054,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.4947124157656587
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2409180113122174,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.13505826765501053,-0.9440688009900854,-0.9489241423169638,-0.32457556290224765,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.988913968528216
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2409180113122174,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3258635719129846,-0.9453851666644518,-0.94387503086804,-0.3572287272848959,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.2096357037963466
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6084834273893616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.6664782313950985,2.6548310738718275,2.630588537751341,1.8015629217883882,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.4780951013876804
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.5677776925507676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.866755130070372,1.7527037378006303,1.8287676870037772,0.9210292792527874,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5141184923983114
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.3642490183577978,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.3296653899658049,2.12106673234416,2.033124984734347,1.5431773171075247,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.47927353448309107
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7943687306174818,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.4325343366092342,1.5532962775620276,1.4584921965298776,1.6642896601402488,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.4248656118757165
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8350744654560759,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0023241429538111433,0.4670752019306904,0.5030246891257166,0.10076213759321118,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5211293397866591
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.3642490183577978,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.4950995809070136,1.2881144124609172,1.3043406287283883,0.6180205716212386,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5225011916563045
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38609757970174374,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34942128750436724,-0.4607651436464634,-0.4601701540611452,-0.23362289461141297,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.3987194112418215
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2002122764736234,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4751894622018339,-0.8915019317270542,-0.9051285886621686,0.25120856904511646,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6218441261801295
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38609757970174374,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.47187110908430413,-0.2730952773376276,-0.21023913733941987,0.3482837056576977,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.27996152107038164
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0793088744876398,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.4871329418818615,0.3063250136626473,0.29216940448696627,-0.3020176685079018,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.5633010529743622
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1200146093262338,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.32800621340704,1.7276927899876688,1.7552043284588053,1.4052302810833495,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.461616453123645
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3642490183577978,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.266616680732735,1.8848887909349223,1.9780677172826047,1.2808554405558767,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.48253924218206157
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7117434584104956,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.02223426165899086,-0.5657453061771834,-0.5774851609439647,0.12794287350061911,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1875942731592619
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1200146093262338,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8285940692187774,1.3827830438757671,1.3587393164259234,0.9844594636574369,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.49002867364354835
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5501343215859179,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.309755271260625,1.142985096862022,1.0989954613665074,1.4738958881307045,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.4039464939641749
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5094285867473239,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8086839505135972,0.7536260698123485,0.7548216818176964,0.9180784664207445,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.4361878646011374
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.46872285190873,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.3610355234157222,0.03328883337115079,0.03464276793338165,-0.20978154945036018,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5214279005879878
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5501343215859179,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1571110278542456,0.9179085059732747,1.0060918107063104,1.1175248100439086,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.4152173910842497
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.7931549280876836,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3416088696458326,-0.8581540013097722,-0.8696750452273345,-1.1318861794484845,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45821831379236094
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.4863662228735797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6399314064548582,2.3547435789721014,2.454681885402532,1.6426065507674474,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.47162613100305867
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2816237461508113,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31424933600162985,-0.9762758811562499,-0.9768479238953593,-0.7185904131195366,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.624174128949496
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0373893371192475,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0094443141241611,-0.7189263918176196,-0.7164674417402093,0.7642714144074768,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7128064577769269
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5677776925507676,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.2216646924794628,0.8102517332380095,0.806300665938245,-0.05305543073708823,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5665798903460989
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.22327464034736777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5058673489635668,-0.7805103659500608,-0.7777592641984489,-1.3262308167473533,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5793410796988164
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2828375486806096,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.32254521879545484,1.127693315611466,1.0881069427636108,0.5128608870251524,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5274909814765126
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.4863662228735797,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5498524073462585,1.4277808105111918,1.4595020188196626,0.6571573733879682,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5256686825823734
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2816237461508113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4842980536996218,-1.0000582210064695,-1.0006446056807219,-1.6034911678893042,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5033607242018422
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.020959768684196134,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.29765757041397994,0.04638667183109658,0.061205484686415464,0.37649107768383616,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.40944501986098886
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2816237461508113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.003136851657774,-0.9936957869136986,-0.9942783347233832,-1.3667557261151044,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3382646793465098
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.5082147842175256,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.3976916288751695,-0.055851062211360124,-0.0695006438652889,1.4440597621950502,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.07270929542342751
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8338606629262776,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5934744628094386,-0.40130929402091453,-0.41442081380220136,1.5449018240668841,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3408091318739415
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9152721326034655,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2860433345026247,-0.7047096425344626,-0.6865898735576648,0.12475176879958748,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11024920676382018
